timestamp,R_angle(θ),R_Torque Cmd,R_Torque Est,L_angle(θ),L_Torque Cmd,L_Torque Est,Lθ Display,Rθ Display,Lτ Display,Rτ Display
0.144,0.0,0.0,0.0,-0.09,0.0,0.0,-0.1,0.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1445,1.24,0.0,0.0,0.84,0.0,0.0,0.8,1.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.145,1.22,0.0,0.0,0.84,0.0,0.0,0.8,1.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1455,1.2,0.0,0.0,0.81,0.0,0.0,0.8,1.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.146,1.15,0.0,0.0,0.75,0.0,0.0,0.8,1.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1465,1.04,0.0,0.0,0.61,0.0,0.0,0.6,1.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.147,0.88,0.0,0.0,0.48,0.0,0.0,0.5,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1475,0.87,0.0,0.0,0.47,0.0,0.0,0.5,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.148,0.85,0.0,0.0,0.45,0.0,0.0,0.5,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1485,0.87,0.0,0.0,0.45,0.0,0.0,0.5,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.149,0.88,0.0,0.0,0.45,0.0,0.0,0.5,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1495,0.86,0.0,0.0,0.44,0.0,0.0,0.4,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.15,0.85,0.0,0.0,0.43,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1505,0.85,0.0,0.0,0.43,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.151,0.82,0.0,0.0,0.38,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1515,0.82,0.0,0.0,0.39,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.152,0.8,0.0,0.0,0.39,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1525,0.78,0.0,0.0,0.35,0.0,0.0,0.3,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.153,0.78,0.0,0.0,0.36,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1535,0.8,0.0,0.0,0.37,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.154,0.75,0.0,0.0,0.33,0.0,0.0,0.3,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1545,0.75,0.0,0.0,0.31,0.0,0.0,0.3,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.155,0.69,0.0,0.0,0.23,0.0,0.0,0.2,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1555,0.67,0.0,0.0,0.22,0.0,0.0,0.2,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.156,0.66,0.0,0.0,0.2,0.0,0.0,0.2,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1565,0.66,0.0,0.0,0.21,0.0,0.0,0.2,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.157,0.67,0.0,0.0,0.21,0.0,0.0,0.2,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1575,0.62,0.0,0.0,0.17,0.0,0.0,0.2,0.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.158,0.66,0.0,0.0,0.2,0.0,0.0,0.2,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1585,0.73,0.0,0.0,0.28,0.0,0.0,0.3,0.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.159,0.79,0.0,0.0,0.32,0.0,0.0,0.3,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1595,0.8,0.0,0.0,0.36,0.0,0.0,0.4,0.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.16,0.86,0.0,0.0,0.43,0.0,0.0,0.4,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1605,0.87,0.0,0.0,0.43,0.0,0.0,0.4,0.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.161,1.08,0.0,0.0,0.53,0.0,0.0,0.5,1.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1615,1.48,0.0,0.0,1.02,0.0,0.0,1.0,1.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.162,1.91,0.0,0.0,1.38,0.0,0.0,1.4,1.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1625,1.91,0.0,0.0,1.42,0.0,0.0,1.4,1.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.163,2.02,0.0,0.0,1.57,0.0,0.0,1.6,2.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1635,2.64,0.0,0.0,2.07,0.0,0.0,2.1,2.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.164,2.67,0.0,0.0,2.15,0.0,0.0,2.1,2.7,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1645,1.64,0.0,0.0,1.64,0.0,0.0,1.6,1.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.165,0.49,0.0,0.0,0.67,0.0,0.0,0.7,0.5,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1655,4.17,0.0,0.0,0.87,0.0,0.0,0.9,4.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.166,16.95,0.0,0.0,-1.04,0.0,0.0,-1.0,16.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1665,25.81,0.0,0.0,-2.72,0.0,0.0,-2.7,25.8,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.167,42.09,0.0,0.0,-6.29,0.0,0.0,-6.3,42.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1675,50.98,0.0,0.0,-14.83,0.0,0.0,-14.8,51.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.168,58.98,0.0,0.0,-29.88,0.0,0.0,-29.9,59.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1685,60.61,0.0,0.0,-42.68,0.0,0.0,-42.7,60.6,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.169,59.36,0.0,0.0,-43.17,0.0,0.0,-43.2,59.4,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1695,49.94,0.0,0.0,-38.69,0.0,0.0,-38.7,49.9,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.17,37.41,-0.25,0.0,-9.84,0.0,0.0,-9.8,37.4,0.0 (cmd -0.2),0.0 (cmd 0.0)
0.1705,10.42,-1.12,0.0,21.86,0.0,0.0,21.9,10.4,0.0 (cmd -1.1),0.0 (cmd 0.0)
0.171,-13.87,-2.49,0.0,43.2,0.0,0.0,43.2,-13.9,0.0 (cmd -2.5),0.0 (cmd 0.0)
0.1715,-34.82,-4.33,0.0,49.64,0.0,0.0,49.6,-34.8,0.0 (cmd -4.3),0.0 (cmd 0.0)
0.172,-45.32,-6.57,0.0,57.64,0.0,0.0,57.6,-45.3,0.0 (cmd -6.6),0.0 (cmd 0.0)
0.1725,-52.32,-9.19,0.0,58.47,0.0,0.0,58.5,-52.3,0.0 (cmd -9.2),0.0 (cmd 0.0)
0.173,-48.59,-11.56,0.0,52.29,-3.0,0.0,52.3,-48.6,0.0 (cmd -11.6),0.0 (cmd -3.0)
0.1735,-33.07,-5.13,0.0,25.01,-9.51,0.0,25.0,-33.1,0.0 (cmd -5.1),0.0 (cmd -9.5)
0.174,-6.42,-2.27,0.0,1.84,-11.29,0.0,1.8,-6.4,0.0 (cmd -2.3),0.0 (cmd -11.3)
0.1745,23.6,-1.0,0.0,-9.44,-9.73,0.0,-9.4,23.6,0.0 (cmd -1.0),0.0 (cmd -9.7)
0.175,46.32,-0.44,0.0,-29.53,-5.49,0.0,-29.5,46.3,0.0 (cmd -0.4),0.0 (cmd -5.5)
0.1755,53.94,-0.19,0.0,-41.53,-5.04,0.0,-41.5,53.9,0.0 (cmd -0.2),0.0 (cmd -5.0)
0.176,59.28,-0.08,0.0,-47.92,-7.51,0.0,-47.9,59.3,0.0 (cmd -0.1),0.0 (cmd -7.5)
0.1765,61.79,-0.03,0.0,-51.25,-10.5,0.0,-51.2,61.8,0.0 (cmd -0.0),0.0 (cmd -10.5)
0.177,62.04,-0.01,0.0,-54.04,-12.0,0.0,-54.0,62.0,0.0 (cmd -0.0),0.0 (cmd -12.0)
0.1775,62.97,0.0,0.0,-53.23,-12.0,0.0,-53.2,63.0,0.0 (cmd 0.0),0.0 (cmd -12.0)
0.178,60.49,-2.44,0.0,-42.96,-7.36,0.0,-43.0,60.5,0.0 (cmd -2.4),0.0 (cmd -7.4)
0.1785,50.54,-3.36,0.0,-16.7,-3.09,0.0,-16.7,50.5,0.0 (cmd -3.4),0.0 (cmd -3.1)
0.179,31.14,-2.85,0.0,12.49,-1.37,0.0,12.5,31.1,0.0 (cmd -2.9),0.0 (cmd -1.4)
0.1795,2.42,-5.57,0.0,26.73,-0.6,0.0,26.7,2.4,0.0 (cmd -5.6),0.0 (cmd -0.6)
0.18,-22.81,-8.87,0.0,37.53,-0.27,0.0,37.5,-22.8,0.0 (cmd -8.9),0.0 (cmd -0.3)
0.1805,-34.31,-11.71,0.0,50.29,-0.11,0.0,50.3,-34.3,0.0 (cmd -11.7),0.0 (cmd -0.1)
