timestamp,R_angle(θ),R_Torque Cmd,R_Torque Est,L_angle(θ),L_Torque Cmd,L_Torque Est,Lθ Display,Rθ Display,Lτ Display,Rτ Display
0.1625,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.163,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1635,0.14,0.0,0.0,0.03,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.164,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1645,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.165,0.07,0.0,0.0,-0.04,0.0,0.0,-0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1655,0.09,0.0,0.0,-0.01,0.0,0.0,-0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.166,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1665,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.167,0.04,0.0,0.0,-0.04,0.0,0.0,-0.0,0.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1675,0.05,0.0,0.0,-0.04,0.0,0.0,-0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.168,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1685,0.15,0.0,0.0,0.06,0.0,0.0,0.1,0.1,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.169,0.16,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1695,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.17,0.16,0.0,0.0,0.14,0.0,0.0,0.1,0.2,0.0 (cmd 0.0),0.0 (cmd 0.0)
0.1705,0.27,0.0,0.0,0.28,0.0,0.0,0.3,0.3,0.0 (cmd 0.0),0.0 (cmd 0.0)
